Search Gene	Found FBGN	Found Gene	imaginal disc, larvae L3 wandering	central nervous system, larvae L3	central nervous system, pupae P8	head, virgin 1-day female	head, virgin 4-day female	head, virgin 20-day female	head, mated 1-day female	head, mated 4-day female	head, mated 20-day female	head, mated 1-day male	head, mated 4-day male	head, mated 20-day male	salivary gland, larvae L3 wandering	salivary gland, white prepupae	digestive system, larvae L3 wandering	digestive system, 1-day adult	digestive system, 4-day adult	digestive system, 20-day adult	fat body, larvae L3 wandering	fat body, white prepupae	fat body, pupae P8	carcass, larvae L3 wandering	carcass, 1-day adult	carcass, 4-day adult	carcass, 20-day adult	ovary, virgin 4-day female	ovary, mated 4-day female	testis, mated 4-day male	accessory gland, mated 4-day male
FBgn0031903	FBgn0031903	Wnt10	1	3	4	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0
FBgn0031904	FBgn0031904	CG5149	12	6	8	8	8	5	10	7	4	13	12	14	14	16	15	12	10	7	2	6	4	11	5	5	3	29	29	1	5
FBgn0031905	FBgn0031905	gudu	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	8	0	0	0	0	0	0	110	13
FBgn0031906	FBgn0031906	CG5160	1	0	0	1	1	1	0	1	1	1	1	3	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
FBgn0031907	FBgn0031907	CG5171	0	9	1	24	27	26	15	17	21	13	17	27	6	8	7	11	6	5	1	8	21	451	19	21	23	0	0	3	4
FBgn0031908	FBgn0031908	CG5177	5	36	62	97	51	27	74	40	22	88	46	40	6	4	36	42	36	18	2	4	29	1063	264	188	95	2	1	9	44
FBgn0031909	FBgn0031909	CG5181	11	9	7	3	2	3	2	2	4	3	3	4	3	7	8	4	3	3	1	2	7	7	2	2	3	16	9	5	1
FBgn0031910	FBgn0031910	CG15818	59	10	0	0	0	0	0	0	0	0	0	0	26	30	2001	53	47	60	0	38	1	15	0	0	1	0	0	0	2
FBgn0031913	FBgn0031913	CG5958	15	6	4	99	42	59	67	120	70	42	79	70	33	157	164	174	140	116	552	1401	331	25	97	93	74	32	23	30	14
FBgn0031914	FBgn0031914	CG5973	3	1	2	21	16	11	20	17	13	37	44	45	1	1	27	13	7	4	0	1	11	7	31	37	24	2	3	1	1
FBgn0031918	FBgn0031918	CG6055	2	1	12	0	0	0	0	0	0	0	0	0	0	23	1	2	0	1	0	0	29	1	2	2	1	0	0	9	9
FBgn0031920	FBgn0031920	CG6441	33	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	9	10	0	0	0	0	0	0	115	23
FBgn0031925	FBgn0031925	Cyp4d21	0	0	0	0	0	0	0	0	0	18	39	34	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0
FBgn0031926	FBgn0031926	CG6739	5	3	8	12	3	2	7	3	2	9	3	2	0	0	1	0	0	0	0	1	14	7	4	1	0	0	0	0	0
FBgn0031929	FBgn0031929	CG18585	6	0	1	0	0	0	0	0	0	0	0	0	1	1	62	182	118	101	0	0	0	0	1	1	0	0	0	9	10
FBgn0031930	FBgn0031930	CG7025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	49	33	20	0	0	0	0	0	0	0	0	0	1	1
FBgn0031936	FBgn0031936	CG13794	0	0	0	6	5	16	3	5	9	4	6	7	0	1	0	1	1	0	0	0	0	0	4	5	6	0	0	0	0
FBgn0031937	FBgn0031937	CG13795	0	0	0	2	1	5	1	1	3	1	2	3	0	1	0	1	0	0	3	0	0	1	2	1	2	0	0	0	0
FBgn0031939	FBgn0031939	CG13796	1	2	2	4	1	2	3	1	1	2	1	5	3	19	24	3	3	4	21	66	53	9	6	3	4	1	0	0	1
FBgn0031940	FBgn0031940	CG7214	1	0	477	4229	51	3	2650	33	8	2778	32	3	1	3	9	50	4	0	6	1	1022	45	2439	156	7	1	2	2	7
FBgn0031941	FBgn0031941	ATPsynGL	52	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	7	7	1	0	0	0	0	0	165	14
FBgn0031942	FBgn0031942	CG7203	1	0	0	2657	54	16	809	34	12	2041	68	10	0	0	0	30	3	0	0	0	4	3	1430	210	10	0	0	5	2
FBgn0031945	FBgn0031945	CG7191	9	9	11	7	9	5	8	6	5	12	12	14	1	0	63	28	14	14	0	1	11	1	3	4	5	0	0	6	3
FBgn0031946	FBgn0031946	CG7164	93	0	1	0	0	0	0	0	0	0	0	0	1	3	1	4	3	1	2	17	34	0	1	2	2	0	0	422	81
FBgn0031947	FBgn0031947	CG7154	42	56	18	10	10	8	8	8	7	12	13	15	5	16	12	6	9	9	3	11	12	31	7	10	9	108	89	14	18
FBgn0031948	FBgn0031948	CG7149	2	8	10	21	14	18	17	17	15	24	25	27	2	3	5	7	9	6	14	37	11	3	6	9	5	4	2	2	2
FBgn0031950	FBgn0031950	Herp	30	8	8	8	11	16	8	9	12	12	14	19	20	44	25	33	24	30	13	9	12	10	10	11	14	25	13	39	52
FBgn0031951	FBgn0031951	r2d2	15	11	11	4	5	4	4	4	3	4	6	9	4	6	8	8	8	6	2	5	7	8	4	5	5	28	21	12	9
FBgn0031952	FBgn0031952	cdc14	33	9	18	13	13	9	13	11	8	20	17	18	3	11	5	5	5	5	5	10	17	9	8	7	7	14	17	151	36
FBgn0031954	FBgn0031954	CG14537	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	56	3
FBgn0031955	FBgn0031955	CG14535	1	11	23	3	4	2	3	3	2	4	6	4	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	0
FBgn0031957	FBgn0031957	TwdlE	19	3	103	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	4	80	8	0	0	0	0	0	0	1
FBgn0031959	FBgn0031959	spz3	4	1	0	5	1	2	1	1	1	4	2	2	0	0	1	0	1	0	0	1	0	15	2	1	1	0	0	0	0
FBgn0031961	FBgn0031961	CG7102	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	5	3	0	0
FBgn0031968	FBgn0031968	CG7231	3	8	9	4	4	4	3	3	3	5	6	7	2	15	13	53	37	28	3	16	4	2	2	2	2	5	3	2	5
FBgn0031969	FBgn0031969	pes	11	5	4	18	21	21	18	14	14	18	16	16	11	3	80	51	49	60	8	12	7	8	10	14	12	116	79	1	5
FBgn0031970	FBgn0031970	CG7227	0	0	0	1	0	1	0	0	1	0	0	1	0	3	0	0	0	0	0	45	10	1	0	0	0	0	0	0	0
FBgn0031971	FBgn0031971	Sirup	137	180	272	271	174	161	250	151	135	397	234	320	27	28	87	29	23	14	1008	88	763	264	101	48	71	92	85	120	78
FBgn0031972	FBgn0031972	Wwox	6	8	7	5	4	6	2	3	4	6	5	10	1	1	8	6	4	5	7	2	5	6	2	2	3	9	9	6	5
FBgn0031973	FBgn0031973	Spn28Dc	14	7	4	11	12	32	9	13	20	11	14	27	0	3	2	3	2	3	19	23	26	23	17	11	20	0	0	1	5
FBgn0031974	FBgn0031974	CG12560	2	2	1	6	5	9	2	6	6	2	6	8	2	1	6	15	10	9	3	7	8	1	4	5	5	16	12	2	3
FBgn0031975	FBgn0031975	Tg	1	1	1	6	5	8	5	6	6	7	6	13	18	9	0	3	4	3	0	0	0	2	6	6	6	2	2	0	4
FBgn0031976	FBgn0031976	CG7367	1	0	0	0	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
FBgn0031979	FBgn0031979	CCDC53	27	9	5	6	5	3	9	5	5	4	9	10	3	4	9	10	11	7	12	9	1	9	4	7	7	18	15	69	30
FBgn0031980	FBgn0031980	RpL36A	260	302	141	166	266	248	178	304	233	150	202	280	442	531	329	312	315	239	266	181	318	337	193	273	227	293	341	139	255
FBgn0031981	FBgn0031981	CG7466	7	5	6	3	2	2	2	2	2	4	4	5	0	1	1	1	1	1	1	4	2	6	2	2	2	5	4	3	2
FBgn0031985	FBgn0031985	mon2	13	15	13	12	10	11	8	11	9	16	17	20	3	14	11	10	11	13	4	5	10	11	5	7	7	14	12	10	21
FBgn0031987	FBgn0031987	CG12375	10	5	5	7	4	12	5	6	10	10	9	15	4	4	16	24	13	16	11	8	12	9	10	10	15	22	18	18	8
FBgn0031988	FBgn0031988	CG8668	24	17	24	7	9	7	8	9	7	13	17	15	7	8	93	15	17	17	3	8	6	17	10	11	10	48	47	12	6
FBgn0031995	FBgn0031995	CG8475	8	7	9	15	16	21	14	14	14	20	22	28	2	3	4	6	5	6	7	17	8	8	25	23	16	21	15	6	5
FBgn0031996	FBgn0031996	CG8460	27	20	12	4	2	5	2	3	4	2	4	8	5	4	10	6	5	6	4	8	5	17	3	5	5	27	19	4	25
FBgn0031997	FBgn0031997	PGAP5	12	4	5	2	2	3	1	3	3	4	5	7	2	1	2	4	2	2	1	2	1	2	2	2	2	12	6	28	6
FBgn0031998	FBgn0031998	SLC5A11	1	1	3	4	4	5	2	4	4	7	4	6	2	1	2	12	9	9	5	8	0	2	3	3	3	13	8	4	14
FBgn0031999	FBgn0031999	CG8419	0	0	0	6	4	4	4	4	3	8	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
FBgn0032000	FBgn0032000	CG8372	43	32	16	18	14	34	14	14	18	17	20	31	18	16	71	29	14	23	15	16	30	29	10	12	16	36	28	46	23
FBgn0032001	FBgn0032001	CG8360	15	5	6	19	19	26	14	15	24	19	25	33	17	8	20	15	10	11	9	11	5	7	19	19	26	5	4	73	17
FBgn0032002	FBgn0032002	CG8353	7	1	3	3	2	3	6	3	3	6	3	4	0	1	27	24	28	35	0	1	6	3	5	3	4	4	2	4	1
FBgn0032003	FBgn0032003	CG8349	23	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	4	9	0	0	0	0	0	0	176	20
FBgn0032004	FBgn0032004	CG8292	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	83	7
FBgn0032005	FBgn0032005	Snx6	49	38	24	23	20	28	18	19	21	24	28	41	32	95	149	38	29	39	33	62	51	46	20	19	23	66	57	55	38
FBgn0032006	FBgn0032006	Pvr	9	5	5	8	8	9	8	8	9	12	11	14	4	13	13	15	15	19	13	60	21	18	9	9	10	2	2	6	9
FBgn0032008	FBgn0032008	CG14277	1	0	0	15	20	24	18	12	14	42	39	77	0	0	0	0	0	0	0	0	0	4	3	4	3	0	0	0	13
FBgn0032010	FBgn0032010	CG8086	6	6	5	28	26	26	22	15	25	35	31	39	0	1	1	4	5	5	7	1	5	19	41	37	38	0	0	16	3
FBgn0032013	FBgn0032013	Scgalpha	1	5	64	11	8	7	8	6	4	13	11	11	0	0	0	0	0	0	0	0	30	1	1	1	1	0	0	0	1
FBgn0032014	FBgn0032014	CG7840	10	4	4	2	2	4	1	2	4	3	3	5	4	5	7	6	9	6	2	4	5	5	3	7	6	118	76	11	4
FBgn0032015	FBgn0032015	Ostgamma	51	26	19	18	12	29	10	10	18	10	12	17	52	22	28	26	22	21	18	19	40	38	12	14	16	29	17	28	86
FBgn0032016	FBgn0032016	CG7818	18	18	9	3	3	5	2	3	3	2	5	7	3	3	8	5	4	5	1	4	2	14	2	3	4	34	18	7	4
FBgn0032017	FBgn0032017	CG7810	17	10	10	7	6	3	6	6	3	8	9	11	5	9	6	4	5	4	2	6	6	6	3	4	3	19	20	8	5
FBgn0032018	FBgn0032018	CG7806	12	6	5	3	3	5	4	4	4	5	6	8	22	62	23	11	8	11	2	9	3	12	3	3	4	21	15	4	5
FBgn0032020	FBgn0032020	CG7787	10	9	7	2	3	3	4	3	3	6	7	8	6	5	12	8	6	5	2	7	1	9	3	4	3	23	14	8	7
FBgn0032021	FBgn0032021	CG7781	2	28	200	78	48	30	53	35	24	117	77	56	0	1	0	12	5	4	0	1	34	5	16	13	8	1	1	0	2
FBgn0032023	FBgn0032023	CG14274	0	2	11	10	11	6	9	9	4	12	16	17	0	0	1	0	0	0	0	0	0	1	1	2	1	0	0	0	0
FBgn0032024	FBgn0032024	CG14273	6	2	0	0	0	0	0	0	0	0	0	1	3	0	41	7	6	4	0	0	0	1	1	1	1	0	0	0	0
FBgn0032025	FBgn0032025	CG7778	23	28	0	43	59	52	55	36	59	80	62	82	5	31	41	71	59	71	2	32	25	629	94	116	167	2	2	38	34
FBgn0032026	FBgn0032026	CG7627	4	3	4	3	3	5	4	4	3	5	5	8	1	6	5	4	7	6	14	78	4	4	5	7	6	98	78	1	1
FBgn0032029	FBgn0032029	CG17292	10	4	3	20	15	21	12	11	17	19	22	24	1	1	19	21	16	14	40	13	19	8	51	60	63	52	39	15	8
FBgn0032030	FBgn0032030	Wdr82	30	26	14	10	7	11	5	6	8	10	10	18	7	15	16	10	7	11	3	11	17	21	6	7	8	29	23	21	11
FBgn0032031	FBgn0032031	CG13390	5	4	3	2	3	4	2	2	2	3	3	5	1	0	3	3	3	3	0	1	0	4	2	3	4	6	6	3	2
FBgn0032032	FBgn0032032	CG17294	6	5	10	2	4	4	3	4	4	4	6	5	2	0	4	1	2	2	1	4	4	4	2	3	3	8	5	3	4
FBgn0032033	FBgn0032033	CG13392	4	2	2	2	2	3	1	2	2	3	3	4	0	1	2	4	3	3	1	0	0	1	2	2	2	13	12	1	3
FBgn0032034	FBgn0032034	Rcd4	13	12	10	5	6	3	3	4	2	4	7	10	1	3	4	5	4	3	1	5	11	8	3	4	6	31	23	6	6
FBgn0032036	FBgn0032036	CG13384	6	7	10	11	6	13	7	7	9	13	11	15	2	14	8	6	4	5	5	12	7	7	5	3	4	9	6	5	3
FBgn0032039	FBgn0032039	CG13385	33	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	8	18	0	0	0	1	0	0	76	26
FBgn0032040	FBgn0032040	CG13386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
FBgn0032042	FBgn0032042	CG13398	4	5	7	4	5	3	4	4	3	6	6	6	2	4	7	6	7	6	2	2	1	3	3	4	3	25	21	2	4
FBgn0032047	FBgn0032047	CG13088	51	3	2	1	1	1	0	1	1	1	1	1	0	1	2	2	1	2	1	12	27	3	0	1	2	13	9	257	23
FBgn0032048	FBgn0032048	Dh31	2	10	30	16	19	29	10	19	20	28	41	72	0	1	10	9	4	6	0	0	1	2	3	5	6	0	0	1	1
FBgn0032049	FBgn0032049	Bace	180	3	0	7	0	3	3	0	4	1	1	2	8	0	651	7570	6094	10074	1	1	19	4	88	59	135	5	2	29	39
FBgn0032050	FBgn0032050	CG13096	126	143	59	29	33	11	25	81	11	10	34	34	5	12	36	20	66	34	22	34	60	98	25	77	29	119	467	54	42
FBgn0032051	FBgn0032051	CG13097	26	24	9	7	9	5	6	12	5	6	11	10	1	2	8	6	15	8	2	6	11	20	7	15	9	83	102	6	12
FBgn0032052	FBgn0032052	PIG-U	18	7	5	3	2	5	1	3	2	3	5	4	1	2	8	6	5	5	1	5	6	7	2	2	2	24	13	17	4
FBgn0032053	FBgn0032053	mRpL51	48	23	13	22	14	12	12	8	8	19	12	16	3	3	14	18	15	12	5	11	6	15	7	10	8	32	30	84	33
FBgn0032054	FBgn0032054	CG13090	21	9	6	6	3	4	3	3	4	4	5	7	1	4	6	7	5	7	1	4	4	9	3	4	6	21	16	35	5
FBgn0032055	FBgn0032055	CG13091	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	3	0	0	0	0	51	64	97	0	0	5	4
FBgn0032057	FBgn0032057	CG9287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032058	FBgn0032058	CG9289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032059	FBgn0032059	PrBP	19	14	18	12	8	10	11	7	8	12	16	17	7	9	8	7	5	5	2	4	17	21	5	5	4	18	10	16	9
FBgn0032061	FBgn0032061	CG9314	73	0	1	0	0	0	1	0	0	0	0	0	0	2	1	2	1	1	0	14	30	1	1	1	1	0	0	581	40
FBgn0032065	FBgn0032065	CG12438	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	1
FBgn0032067	FBgn0032067	LManIV	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	6	4	0	0	0	0	0	0	0	0	0	0	0
FBgn0032068	FBgn0032068	LManV	58	0	0	0	0	0	0	0	0	0	0	0	1	0	56	740	486	338	0	0	0	1	3	3	3	0	0	31	33
FBgn0032069	FBgn0032069	LManVI	91	0	0	0	0	0	0	0	0	0	0	0	1	0	80	966	782	509	1	1	1	1	4	4	4	0	0	29	31
FBgn0032072	FBgn0032072	CG9483	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	106	7
FBgn0032074	FBgn0032074	Tsp29Fa	26	0	0	0	0	1	0	0	0	0	0	0	33	9	310	222	143	193	0	2	10	2	2	2	4	0	0	8	7
FBgn0032075	FBgn0032075	Tsp29Fb	60	1	2	8	12	15	7	9	10	11	18	30	59	64	865	660	504	785	1	5	19	6	16	20	29	1	0	31	165
FBgn0032076	FBgn0032076	CG9510	11	0	0	19	10	23	11	6	15	14	17	25	2	4	8	19	10	17	47	39	7	1	14	10	12	1	0	31	4
FBgn0032077	FBgn0032077	CG9515	3	1	2	2	1	2	1	2	1	2	3	3	0	2	0	1	2	2	0	1	0	1	1	3	1	13	7	2	2
FBgn0032078	FBgn0032078	C1GalTA	10	18	24	9	12	9	9	10	7	15	15	18	12	564	42	22	16	19	3	24	10	7	6	7	6	35	29	7	3
FBgn0032079	FBgn0032079	CG31886	1	1	3	6	4	5	8	3	4	4	4	4	0	5	8	9	9	9	0	0	2	1	4	4	5	12	10	1	1
FBgn0032082	FBgn0032082	CG18088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	2	0	2
FBgn0032083	FBgn0032083	CG9541	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032084	FBgn0032084	CG13101	1	1	0	2	2	3	2	1	2	1	2	2	14	1	1	5	4	2	0	0	0	0	2	3	1	11	7	1	7
FBgn0032085	FBgn0032085	CG9555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	9	9	0	0	1	0	0	0	0	0	0	0	0
FBgn0032086	FBgn0032086	CG17906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0032087	FBgn0032087	CG9568	41	0	1	0	1	0	1	0	0	0	0	0	9	0	651	550	369	608	1	3	40	2	2	3	4	0	1	17	13
FBgn0032088	FBgn0032088	CG13102	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	18	13	11	0	0	0	0	0	0	1	0	0	3	1
FBgn0032089	FBgn0032089	Rcd-1r	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	7	0	0	0	0	0	0	25	2
FBgn0032090	FBgn0032090	CG9582	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	28	2
FBgn0032094	FBgn0032094	CG12439	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
FBgn0032095	FBgn0032095	Toll-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032096	FBgn0032096	Or30a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032100	FBgn0032100	CG13108	2	20	39	5	6	3	5	4	2	8	8	5	0	0	0	0	0	0	0	1	12	3	1	1	1	0	0	1	1
FBgn0032101	FBgn0032101	CG9586	86	61	31	51	37	16	42	30	21	42	36	32	37	28	54	30	38	18	76	64	250	65	49	42	31	88	101	84	46
FBgn0032104	FBgn0032104	aust	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	36	3
FBgn0032105	FBgn0032105	borr	36	33	1	0	0	0	1	0	0	0	0	1	1	3	4	2	4	2	1	7	2	18	2	5	3	117	87	15	4
FBgn0032109	FBgn0032109	CG17005	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	2	0	0	0	0	0	0	56	8
FBgn0032110	FBgn0032110	CG3748	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	65	13
FBgn0032111	FBgn0032111	CG13110	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	5	12	0	0	0	0	0	0	207	12
FBgn0032115	FBgn0032115	CG4438	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	12	0	0	0	0	0	0	78	8
FBgn0032116	FBgn0032116	Mco1	1	0	0	2	1	2	1	1	1	1	3	3	0	3	2	22	15	19	0	0	0	0	4	5	4	0	0	0	0
FBgn0032117	FBgn0032117	FucTB	55	2	2	2	2	2	1	1	1	1	2	3	2	3	3	2	2	1	5	15	9	2	1	1	2	5	4	63	20
FBgn0032119	FBgn0032119	CG3769	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032120	FBgn0032120	CG33298	9	4	5	3	4	3	3	4	2	5	6	6	5	2	12	6	8	10	3	6	3	7	4	4	3	31	21	1	3
FBgn0032123	FBgn0032123	Oatp30B	19	8	13	14	13	15	11	9	13	14	13	15	4	195	4	8	9	8	10	29	10	13	9	9	12	26	20	56	13
FBgn0032124	FBgn0032124	CG17855	4	1	0	0	1	0	0	1	1	0	1	0	2	2	85	33	29	29	0	4	6	1	1	1	1	0	0	0	1
FBgn0032125	FBgn0032125	Cpr30B	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
FBgn0032126	FBgn0032126	CG13113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	2	5	0	0
FBgn0032127	FBgn0032127	CG13114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	2	0	0	2	0	5	9	11	28	87	0	0
FBgn0032129	FBgn0032129	jp	0	1	16	16	14	7	15	11	7	22	15	13	2	9	3	2	3	3	0	0	5	17	42	19	12	0	0	1	3
FBgn0032130	FBgn0032130	CG3838	6	3	3	6	6	4	6	6	3	6	7	7	11	87	8	5	6	5	2	4	2	2	5	5	4	22	24	4	8
FBgn0032131	FBgn0032131	CG3841	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48	30	26	0	1	0	0	0	0	0	0	0	13	2
FBgn0032132	FBgn0032132	CG4382	13	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	6	4	0	0	0	0	0	0	0
FBgn0032135	FBgn0032135	GlcAT-S	31	10	28	11	9	6	10	8	6	18	16	14	1	1	5	4	4	3	2	7	11	5	7	7	4	21	20	29	10
FBgn0032136	FBgn0032136	Apoltp	0	1	13	32	28	76	23	49	70	15	25	41	0	1	0	1	2	2	11	15	11	1	33	43	43	0	0	0	1
FBgn0032138	FBgn0032138	CG4364	123	133	77	99	189	102	136	190	80	152	164	119	21	51	75	92	91	84	63	40	172	157	81	131	99	220	318	120	228
FBgn0032139	FBgn0032139	CG13116	1	1	0	25	21	33	23	16	23	36	25	42	0	4	3	5	3	3	5	48	10	18	21	25	30	0	0	2	1
FBgn0032140	FBgn0032140	CG13117	1	3	1	5	3	4	4	3	3	4	4	5	0	2	7	4	3	4	0	2	8	3	2	1	4	1	1	2	1
FBgn0032143	FBgn0032143	CG4017	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	1	0	0	0	0	0	0	0
FBgn0032144	FBgn0032144	CG17633	225	0	1	2	0	1	1	0	1	0	0	1	12	0	564	3306	1830	2146	1	0	3	3	10	19	27	0	0	42	42
FBgn0032147	FBgn0032147	IP3K1	10	4	1	6	8	9	6	6	7	9	7	12	4	52	13	16	18	16	13	5	5	7	7	10	14	25	22	4	11
FBgn0032149	FBgn0032149	CG4036	12	6	4	1	2	4	4	3	4	2	5	5	3	1	4	5	4	3	1	3	4	8	1	2	3	4	3	25	7
FBgn0032150	FBgn0032150	CG13123	14	14	5	3	4	2	4	3	3	4	5	7	3	4	6	2	3	3	1	5	4	7	2	2	2	11	9	42	5
FBgn0032151	FBgn0032151	nAChRalpha6	3	38	90	39	41	13	39	31	15	46	58	35	0	0	0	0	0	0	0	1	10	4	2	2	1	0	0	0	2
FBgn0032154	FBgn0032154	mtDNA-helicase	3	3	0	1	0	1	0	1	1	0	1	1	0	1	1	1	2	2	0	0	2	2	0	2	1	23	13	1	1
FBgn0032156	FBgn0032156	CG13124	11	36	64	174	227	99	213	182	106	212	248	242	36	130	77	56	81	57	9	17	94	56	356	391	254	7	8	18	54
FBgn0032157	FBgn0032157	Etl1	13	15	13	5	3	4	3	4	4	6	8	9	1	2	3	4	6	5	1	3	5	7	4	5	3	47	44	6	6
FBgn0032160	FBgn0032160	CG4598	30	18	11	29	19	25	23	13	22	23	16	27	74	45	30	30	18	26	43	26	35	27	23	21	25	72	49	25	17
FBgn0032161	FBgn0032161	CG4594	0	0	0	1	0	1	0	0	0	0	1	1	3	9	0	0	1	0	0	0	0	0	0	0	0	7	3	1	0
FBgn0032162	FBgn0032162	CG4592	4	2	1	2	3	5	1	2	2	1	3	5	8	3	5	14	9	6	4	3	6	5	9	10	9	8	5	10	4
FBgn0032163	FBgn0032163	TbCMF46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1
FBgn0032166	FBgn0032166	CG4619	7	4	3	5	6	4	2	5	4	5	6	7	10	9	2	3	4	3	1	1	2	3	3	5	5	4	3	3	3
FBgn0032167	FBgn0032167	CG5853	8	1	1	10	4	11	8	26	8	14	20	14	1	14	53	68	55	64	5	9	11	4	12	9	11	5	7	2	2
FBgn0032168	FBgn0032168	CG13126	5	7	4	3	3	4	2	4	2	4	5	5	0	1	3	3	5	4	1	1	1	5	3	4	4	19	19	2	4
FBgn0032169	FBgn0032169	CG4709	9	12	5	4	2	3	3	3	3	3	4	6	1	2	4	3	3	3	2	3	2	9	2	3	4	24	20	3	4
FBgn0032170	FBgn0032170	CG4658	11	8	9	5	8	13	7	8	10	11	12	18	9	13	49	21	16	23	6	8	12	17	10	10	11	22	18	9	29
FBgn0032171	FBgn0032171	CG5846	6	3	2	1	2	3	1	1	2	5	3	3	1	3	5	4	3	3	0	2	8	3	3	3	3	9	10	12	3
FBgn0032172	FBgn0032172	CG5850	26	13	11	6	9	16	6	11	12	8	13	17	4	18	13	7	8	8	17	35	11	15	9	12	12	29	20	23	15
FBgn0032176	FBgn0032176	CG13127	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	16	6
FBgn0032178	FBgn0032178	Spn31A	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	7	4	3	0	0	0	0
FBgn0032181	FBgn0032181	CG13133	0	0	1	0	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	4	0	3	3	2	0	0	0	0
FBgn0032184	FBgn0032184	CG13135	171	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	2	0	0	2	0	0	2	0	0	0	0
