Filename,MG94_AIC,FA1_AIC,SynREVCodon_AIC
FBgn0053307,4871.379191788221,4873.290266695742,4915.598705883212
FBgn0025628,11793.00269191049,11791.24824480903,11839.14160766597
FBgn0037007,3068.539586720858,3070.596519738577,3135.116613149165
FBgn0033249,4520.121541165981,4521.037302042396,4565.810498067832
FBgn0287597,8228.304169724353,8226.053939378988,8294.346055289532
FBgn0051780,5604.797938051853,5606.818847208158,5674.78142785304
FBgn0039120,44184.13686409839,44185.25358036183,44134.83676045407
FBgn0262899,2374.864607117505,2376.903213016253,2464.633849299588
FBgn0262024,3707.570304516065,3708.504567333079,3745.826149695023
FBgn0037565,34490.51855458587,34486.73554487417,34505.36949988253
FBgn0035208,5979.95561122619,5981.471109881071,6013.654965083483
FBgn0030786,4276.2328610021,4277.609265150833,4300.140215716146
FBgn0031654,5120.721714812185,5121.965027512335,5106.073235978126
FBgn0030217,15900.78294779143,15902.54220672279,15897.27441581249
FBgn0037262,3245.833940853658,3247.88332453056,3290.956004312508
FBgn0259213,14027.29247643115,14021.95092180528,14058.9860914589
FBgn0038566,9196.888474171936,9198.912087982706,9236.50769391093
FBgn0035343,5737.102582390435,5726.710967338448,5740.273399848492
FBgn0038798,8796.505710555215,8798.330070243232,8804.766422017348
FBgn0028411,3470.852511042423,3464.21684489379,3527.809406094873
FBgn0259952,4074.168364665545,4075.214699249712,4134.256627558055
FBgn0028427,7598.815457904867,7598.79070721587,7658.293794537876
FBgn0038526,3765.288038507849,3765.110694877713,3811.550471847838
FBgn0026175,3048.531742018639,3049.056841521323,3111.920356819077
FBgn0036128,7789.278083786175,7789.391725452389,7794.063255184752
FBgn0025683,11367.76986718458,11369.1571036364,11428.41980874588
FBgn0262594,7568.813893681091,7566.534340910794,7624.84251245393
FBgn0039733,7501.930733856912,7503.731238815318,7554.458063996644
FBgn0037924,25024.20778269916,25025.62040360322,25080.62726952247
FBgn0029823,11924.63737278135,11925.71419691123,11890.19947803817
FBgn0034182,9878.148768518431,9880.175657951504,9916.822580644714
FBgn0033104,1954.526806529636,1955.327028639541,2036.539133058463
FBgn0027949,8974.104464170976,8975.26252084251,8994.132938199436
FBgn0005533,1366.612536925281,1368.688149798667,1458.919481732951
FBgn0039246,9907.568033391764,9908.310326429511,9956.58125243133
FBgn0037395,5467.097565459165,5468.41637962646,5528.583199552581
FBgn0052843,5255.514052615764,5255.668112528278,5300.465514753486
FBgn0038330,10489.24211971884,10483.05609303479,10491.81837642669
FBgn0032294,5410.96605990208,5412.122057622354,5479.815186926117
FBgn0285913,5508.185672279285,5509.887766231705,5553.101543157794
FBgn0038149,4723.964173329074,4725.115621830887,4744.319191777638
FBgn0004841,7171.501309676985,7173.39431242402,7219.302945098169
FBgn0023507,9100.754198334886,9102.64639166444,9107.14359963493
FBgn0036416,4180.581802699869,4182.319887213621,4264.920251699507
FBgn0034096,4038.493606757035,4040.210613303535,4082.753362524571
FBgn0024491,2771.752568684306,2773.712164724819,2836.595074381372
FBgn0030982,2565.922302017596,2567.051286309979,2643.782657108307
FBgn0039664,8015.389166408729,8016.3118175871,8046.002361154593
FBgn0037024,6716.736313002239,6718.415610973264,6759.421629504243
FBgn0025802,29712.3961669015,29713.82393954185,29764.53802387392
FBgn0001341,27210.25553246314,27212.1587620051,27205.31022026204
FBgn0035139,3885.198615167729,3887.024455715195,3972.037585280858
FBgn0015794,3561.345321185435,3563.065077197436,3625.14047295688
FBgn0051157,9947.948663596797,9949.42864546367,9976.08627921898
FBgn0029959,3372.251930451465,3373.949157082035,3430.670037904238
FBgn0032642,1847.201171306058,1847.551449618802,1922.752209671056
FBgn0032450,19821.74826000255,19823.72340918464,19814.09504794021
FBgn0038097,5145.36730201488,5146.91980187997,5214.28480210717
FBgn0053627,4917.538548139563,4917.824903460009,4970.741605207654
FBgn0004380,11688.82119926905,11690.01976829836,11736.71959021024
FBgn0034517,3374.85100006756,3376.90922408141,3439.27444837541
FBgn0033602,7738.95241844436,7734.912081124499,7785.816380575089
FBgn0031423,6262.387061808064,6264.433482783338,6334.987101369512
FBgn0030824,4839.3956562183,4841.450946795884,4891.621761626761
FBgn0013810,75934.03386941919,75932.8987542128,75754.87874004494
FBgn0040765,7619.759269030916,7621.21879104319,7682.607194627434
FBgn0266566,18422.84225574627,18423.21038316593,18435.6933864419
FBgn0004554,3219.568931602531,3220.715483638662,3299.154060760066
FBgn0014163,5497.504555560838,5499.374242275721,5568.690856126407
FBgn0034763,1821.32982696309,1822.661010339618,1911.435557011629
FBgn0032538,4309.950038622823,4310.708350903055,4330.42014444002
FBgn0028372,10943.55501733951,10945.46913225463,10977.51545825838
FBgn0030744,7652.076118678957,7653.924973045279,7697.741131570757
FBgn0039301,7165.78771373693,7166.633700744333,7203.207760835554
FBgn0028919,5078.381566210651,5079.028068105789,5109.864741639359
FBgn0028700,6614.913077873791,6613.406406618173,6648.223964779513
FBgn0032551,3553.581125982946,3555.013931088283,3638.468626117069
FBgn0031598,17831.56206735918,17833.51773706868,17819.50169568857
FBgn0052152,10809.49877941839,10811.08715140773,10874.7642857896
FBgn0061197,15133.50823821726,15135.36798829846,15181.13818086488
FBgn0040207,13313.99066772212,13315.93619466448,13349.60278652677
FBgn0035995,9111.2993183089,9111.798302864723,9146.577847153134
FBgn0035725,4802.751277646133,4800.229476538441,4842.848328254132
FBgn0035817,2723.015035284228,2723.987821118708,2765.359853198798
FBgn0034537,7836.022830781179,7838.049603297176,7871.041462593745
FBgn0026872,3834.428431229739,3831.473909218846,3841.958132417869
FBgn0039435,5003.930413310286,5005.94960181301,5064.444324209073
FBgn0029685,13243.12695893946,13243.01551291883,13285.93419397605
FBgn0038662,1829.562125203395,1828.856009890633,1857.056691244321
FBgn0043854,23773.56617428931,23769.23569381183,23770.28143438033
FBgn0027567,16425.82578600491,16426.06264022794,16411.77164382938
FBgn0263256,17215.02262732193,17212.62118699925,17251.45471332988
FBgn0038376,12741.11608637087,12739.35566863341,12788.17238601918
FBgn0038437,2493.550159335191,2495.627118296743,2559.3604221172
FBgn0023523,9252.502929477005,9249.689156751348,9262.791797954098
FBgn0032491,2539.348729696269,2541.266444080726,2610.574770527726
FBgn0020278,27192.37477524511,27194.38100312178,27159.20685364745
FBgn0062412,3458.050249771773,3459.842552035232,3475.227564753543
FBgn0038853,24142.99917942148,24142.5715752044,24157.49426845039
FBgn0001235,4689.459950346009,4690.306418347894,4753.067337437457
FBgn0035283,4853.6778572656895,4855.673897639004,4880.472342093892
FBgn0031832,9521.939387416456,9521.5340177645,9589.976533316112
FBgn0267791,7933.388342803644,7935.264308294452,7957.679809505721
FBgn0001083,18512.58002166837,18513.49316430947,18561.78890501503
FBgn0037607,11031.96410888638,11032.36104343082,10980.16832106759
FBgn0029082,22927.2183925761,22929.1853816964,22933.19111811867
FBgn0024326,7264.618159796687,7264.546143928427,7299.499875590456
FBgn0031047,4074.741684570319,4076.702021948689,4122.890204892929
FBgn0262516,12642.5317792713,12642.79547494817,12658.8163966328
FBgn0030731,11386.34662332397,11388.16141897579,11366.68092094181
FBgn0016978,7626.938059255941,7628.684409133668,7660.260442522881
FBgn0051560,8372.927223307277,8374.9587146479,8426.097462858359
FBgn0039970,3340.040506356103,3340.380867058768,3429.591100540634
FBgn0020764,10283.76016825758,10285.21158546523,10310.77873060232
FBgn0014427,7215.50756385063,7217.542504083036,7268.590714431928
FBgn0011705,5319.409023638255,5319.447706789902,5320.766712495269
FBgn0029993,14453.90310532033,14455.641935627,14485.74978172394
FBgn0032683,47566.53967403936,47568.48300762374,47555.75190631131
FBgn0033810,3133.328061309753,3135.398818959023,3186.834188181944
FBgn0259146,23702.53622801232,23703.07235101136,23745.77230511554
FBgn0034877,1717.506379086485,1718.276422436363,1752.026787946525
FBgn0038938,10034.43899821948,10036.21705140817,10065.52900216459
FBgn0259215,19503.99509419885,19505.81554302755,19486.04291297299
FBgn0035620,11679.1191519323,11679.92626126852,11699.40993108404
FBgn0050357,12279.72906249124,12273.5615941689,12315.35556257422
FBgn0085384,11883.15585264482,11883.94929495793,11961.41890426762
FBgn0037324,7433.820741438785,7435.45794302563,7492.053585313554
FBgn0038003,6042.67316960241,6041.194045498633,6104.588194696535
FBgn0263697,9121.688594041792,9123.698650663477,9171.162898230155
FBgn0036967,3705.524640148703,3706.473559314278,3750.881122911446
FBgn0031597,6834.472786609848,6835.934775077143,6908.546556511204
FBgn0039476,6809.992577748004,6810.509968328679,6835.473403711891
FBgn0030373,2060.601792162402,2061.705268549191,2159.690897693056
FBgn0033363,7399.694026355211,7399.819200057549,7442.465108819825
FBgn0027532,11935.77030603226,11935.04013765071,11995.50492631117
FBgn0051202,11864.83071706996,11865.17867226754,11937.91933954467
FBgn0033640,4599.563939258988,4598.879841143565,4649.178455404846
FBgn0260439,10933.73186535907,10935.39019154073,10962.92058924465
FBgn0005558,18700.23805612198,18699.22651022297,18745.61371888536
FBgn0034131,5847.612473242802,5848.817701311529,5893.333571695417
FBgn0041105,8327.085617463817,8326.916082673759,8355.42840768398
FBgn0261844,3171.796353010514,3173.763538357058,3221.494176327313
FBgn0000250,7113.145811688578,7114.998222849016,7164.183152288932
FBgn0036410,20255.17413527751,20256.50121918806,20298.3257196718
FBgn0034496,17431.61695065943,17433.60421159574,17442.39343812781
FBgn0039765,2969.650254133164,2970.110893991833,3020.894189821992
FBgn0032120,25602.61545729503,25600.98294304683,25601.88172105327
FBgn0266136,26926.74603100812,26928.53895639011,26921.99586461421
FBgn0046880,3258.495521873831,3259.892483123087,3342.837781509049
FBgn0003676,8676.48584886059,8677.469918537854,8640.396750363467
FBgn0039635,4963.146459899677,4960.090352473218,4990.724104590502
FBgn0260456,13673.79080899541,13673.86576011267,13707.53660020498
FBgn0003559,12185.54633532449,12187.48631508573,12242.66725065934
FBgn0037108,9255.269068202826,9257.229516746494,9320.065091929284
FBgn0042132,6983.603278294693,6984.730076630337,7035.439194370143
FBgn0032988,7896.068825540565,7898.090044109103,7967.440442298294
FBgn0032387,20507.32081557463,20504.23242489019,20557.91805885268
FBgn0029836,2497.878278912583,2497.880159503281,2581.94131770382
FBgn0043456,10516.91653380012,10518.32752169777,10579.35765581393
FBgn0033326,18170.72926515817,18172.74104178971,18141.14587482384
FBgn0261356,7450.726750244906,7451.700247981885,7501.410541690018
FBgn0053969,4193.831488784325,4195.878871055615,4275.230702515098
FBgn0039881,7140.432309238754,7139.803243279162,7198.131056411193
FBgn0027375,21068.07415234342,21069.28927199376,21121.43077949123
FBgn0027951,14281.95095443876,14282.58164145742,14303.50829212694
FBgn0037992,4462.865102083682,4464.906140001435,4505.670395024235
FBgn0038752,11450.57548966325,11452.05829228095,11463.59939386083
FBgn0032393,9061.42108265548,9062.28077898484,9107.029071558767
FBgn0260644,5897.722591161503,5897.25199302979,5937.761648539162
FBgn0085256,1423.688991556416,1405.124247676983,1519.419233046505
FBgn0284080,5134.473771202368,5136.344039801581,5154.906314437013
FBgn0030457,13293.56834702433,13295.29049488956,13312.4655957555
FBgn0032136,100168.8263177172,100168.9460911898,99873.98158797208
FBgn0036083,15793.62562673373,15794.45529817217,15813.44096291901
FBgn0035645,15156.93796411668,15151.35930689654,15184.17988959074
FBgn0031939,14038.52455238683,14040.39323747976,14033.72501024229
FBgn0037460,2526.554344883345,2528.624607320658,2613.947969634503
FBgn0261628,7056.946274763889,7059.000275840372,7120.814353907434
FBgn0259937,8189.744330006157,8191.749187617746,8222.9940356955
FBgn0034931,5925.680501999361,5927.150943830043,5982.189787226353
FBgn0010607,5826.052988171986,5826.132403911253,5884.087436421358
FBgn0266668,13419.18679366822,13420.61507030618,13401.59809560225
FBgn0035522,15522.57664260471,15519.02767518322,15560.61853292236
FBgn0035440,9723.316838490571,9724.947012342,9755.280866679122
FBgn0026713,12877.17420292237,12879.17614432711,12895.79717748447
FBgn0038063,5685.241700585104,5687.046562616903,5747.82716230668
FBgn0063485,6590.651624595243,6590.485806181635,6632.895576894264
FBgn0045852,12111.23957832672,12113.24733565356,12157.51711149985
FBgn0033214,8242.215018479032,8242.523117035376,8277.124862589595
FBgn0032058,15313.49942152087,15315.05088741716,15305.04847298404
FBgn0035569,3209.054293278728,3207.652725007853,3290.101010597503
FBgn0031022,4302.224195169523,4303.934052709781,4358.966202492524
FBgn0053469,4857.785142922722,4859.860259695789,4927.497058173908
FBgn0030900,3618.767490892947,3608.385457363394,3649.193050944033
FBgn0032966,3819.85589509564,3821.854958691188,3915.145510933181
FBgn0029152,4870.95818831491,4871.723356040774,4895.47292988438
FBgn0250871,13435.3372014463,13436.36668856761,13426.2274437378
FBgn0028482,11611.36947835706,11611.33066438667,11637.47615592138
FBgn0041585,8516.887621286995,8518.139226779773,8548.644860875214
FBgn0033999,9046.853696895325,9047.524017497422,9105.649584338666
FBgn0029799,3930.231549346114,3931.468239424888,3925.521014408036
FBgn0037749,4064.846192065033,4062.166595337589,4102.390013367078
FBgn0052022,3227.009119662711,3228.87857714661,3299.879947078402
FBgn0285962,5281.514531067894,5281.445887252763,5327.054787926509
FBgn0031972,7751.756127745568,7753.751974336022,7770.860465873492
FBgn0005590,8275.155402770557,8276.62791833204,8319.317242726189
FBgn0267690,11509.79200870627,11510.19698921994,11458.21525629727
FBgn0029170,5050.653828608883,5040.202830552754,5044.032028963727
FBgn0260761,3641.10706487063,3641.186525635106,3710.689198081096
FBgn0035591,17883.70267628548,17880.88245088709,17901.87628433125
FBgn0031187,10628.67272655577,10626.32763621488,10686.8463406058
FBgn0250791,4231.03670246959,4232.960606233574,4302.463949697433
FBgn0019985,18876.57651305251,18873.94292434557,18920.12977248483
FBgn0259224,16015.21142625364,16016.37163238671,16045.79612179297
FBgn0034054,10070.966967178,10070.18265652632,10081.16400925304
FBgn0283509,8198.537285049842,8200.343414533892,8255.310879423761
FBgn0027865,4500.744970173744,4500.947356949982,4553.250812469335
FBgn0031442,2897.282527163896,2898.258662492492,2963.513248250229
FBgn0003979,2762.781090263252,2764.776959419652,2828.936816810111
FBgn0029914,6936.28882082825,6937.456136204321,6985.536734403512
FBgn0011230,109420.4123051387,109411.6476738591,109247.6371363733
FBgn0029962,4419.483296970955,4421.324581657717,4436.08529151622
FBgn0000611,5675.186251826001,5677.195127476624,5735.773806732815
FBgn0038505,14526.6950190025,14524.9636027507,14542.7692697465
FBgn0032850,6310.687649714307,6312.723269289077,6362.517275646865
FBgn0051956,16967.14219184304,16965.99159559593,16968.43106676903
FBgn0004698,22459.44025319365,22459.91426235668,22487.14983419514
FBgn0033081,2207.606962571021,2207.653991501983,2306.33599431676
FBgn0011826,5744.709139328123,5742.730529031598,5769.075049016217
FBgn0260987,10762.79285660245,10763.00725642013,10818.31350165614
FBgn0085569,2653.536446033162,2654.337561330011,2737.966548163548
FBgn0052655,9476.7202766948285,9476.425475343569,9522.06964014846
FBgn0266534,11222.3718416362,11224.4056394258,11293.14513135265
FBgn0286516,2482.588830739205,2483.383106669005,2587.36956620551
FBgn0038260,7811.45989480097,7813.388757529683,7849.989659610361
FBgn0031458,4656.498021801274,4658.350226106983,4697.919958228776
FBgn0259163,18145.18454272414,18147.19170965806,18150.86602715611
FBgn0085488,5510.496775212408,5500.465264235328,5565.39374873075
FBgn0031322,4525.589435211973,4525.875539039827,4558.951182736802
FBgn0031435,7199.187505302204,7201.141101782683,7228.283672039982
FBgn0040091,12832.96813683999,12834.96758098765,12887.86311203129
FBgn0051676,3040.038752553246,3038.193882235564,3104.225550358381
FBgn0037829,11752.18507253805,11754.15597971263,11805.51278625498
FBgn0028688,6366.834111283954,6368.205858394401,6371.809972878734
FBgn0014340,8093.060957407015,8095.035332498867,8145.151038704887
FBgn0044047,2766.534073719486,2767.638967600783,2842.16112465249
FBgn0037003,6214.729803022277,6215.599859111091,6274.476670513903
FBgn0052669,12568.64502029805,12569.61621790013,12566.51784109486
FBgn0034688,9562.379505006773,9560.693696522629,9603.662960137448
FBgn0030840,8159.965592273575,8161.825081166363,8186.420480949036
FBgn0051296,8036.214825145614,8033.347822144616,8079.296275575194
FBgn0015279,21576.80076505278,21575.80881433321,21569.45813482735
FBgn0034503,4590.504161361518,4590.690140223977,4639.594406574409
FBgn0036956,6010.011341486509,6009.895690627198,6056.983755317478
FBgn0260793,20098.26127526228,20098.97781752258,20102.97744086004
FBgn0027335,10979.47789871483,10980.40328420573,11020.64838820707
FBgn0038274,17810.30047114861,17812.03440863924,17798.36590004172
FBgn0035432,8075.176878805478,8071.96715789529,8072.763127278376
FBgn0033322,6940.532964352212,6942.208433262454,6948.146404379702
FBgn0035325,6388.54419271169,6390.47558128929,6385.077075938365
FBgn0262124,10005.40493102205,10001.27641437656,10062.21918539672
FBgn0259728,4431.257561838292,4432.777569728296,4502.550461929072
FBgn0004858,9532.974041686117,9526.629224470857,9519.464172410277
FBgn0039475,7763.755630293621,7760.01577642856,7764.11010346139
FBgn0003042,7244.122490445923,7246.154258871648,7292.06674612913
FBgn0003209,9401.982487856118,9403.741242135507,9474.21033102727
FBgn0032787,9307.019700998617,9305.491769883332,9366.424699576244
FBgn0027929,9305.663954591006,9307.695927185712,9335.517787723014
FBgn0052432,15616.73429882021,15617.19361950342,15673.76286264717
FBgn0023535,5376.017813199152,5377.445492184864,5429.068294046623
FBgn0028938,5136.384068672003,5138.271822937792,5181.26470826378
FBgn0039557,6176.944075089856,6177.635356376828,6207.298487125342
FBgn0036360,6904.642038066832,6906.636130888081,6933.875024778165
FBgn0052221,10034.62287518941,10033.84223101149,10075.37061064137
FBgn0031219,4184.870027946557,4186.829839840564,4251.080136488148
FBgn0050496,15107.44835272823,15108.26708815653,15124.51277853875
FBgn0038165,5228.79046121077,5230.716214127906,5270.059238630303
FBgn0052548,3721.077649420361,3722.465351594771,3809.000747919522
FBgn0033127,5036.005310615781,5037.837478051724,5055.959027855748
FBgn0031519,8042.482905303393,8043.556917809722,8094.18631459744
FBgn0032707,7244.244720712833,7246.133620933339,7283.508895927721
FBgn0030937,5414.994180001278,5416.224658560141,5487.712487055345
FBgn0001987,18959.33171546808,18960.92516106012,18975.2368440353
FBgn0038683,7789.162986546021,7790.570150966959,7819.63187713466
FBgn0035077,4676.748684646712,4675.229931541334,4747.787429311928
FBgn0036765,14001.84579868532,14000.5856877558,14047.31832688035
FBgn0259152,21316.85773071375,21318.04963139106,21362.92617396904
FBgn0002565,13283.15227373118,13283.82310685907,13165.19182336187
FBgn0051224,29414.32558685865,29414.51734227822,29418.23979165966
FBgn0027537,21572.53739767228,21574.53862378923,21586.52010187751
FBgn0029870,11991.74748008893,11990.41469539123,12034.7345758724
FBgn0050203,12629.68279065406,12631.35479449187,12702.01386369521
FBgn0261649,19566.8192401347,19566.80759572212,19611.3319733057
FBgn0028695,15536.33989493004,15535.32939508584,15538.25736306896
FBgn0000406,8332.929797783965,8332.355245821907,8353.315082639954
FBgn0036942,4958.89623204675,4960.71816856296,5028.150126598332
FBgn0086371,4661.342082766108,4660.640451403472,4705.921482008818
FBgn0036843,5789.942893310274,5790.759932750831,5846.274688686358
FBgn0029700,2208.101159487577,2208.751474887958,2292.145467986336
FBgn0260932,8346.713954749874,8347.050805388377,8402.328999593165
FBgn0039876,5631.775628566218,5633.179491244379,5673.387177119794
FBgn0039883,29188.4263091481,29189.89522185945,29193.35837558707
FBgn0031224,6156.90319437712,6157.532687716739,6204.407108702962
FBgn0000392,27477.24968642943,27479.0892641693,27456.29200751895
FBgn0033258,10106.0498192948,10108.01588832308,10148.46908364207
FBgn0004227,8403.472140518417,8405.464966239117,8449.20328248122
FBgn0030570,2231.773870182241,2232.318658703843,2267.17399672295
FBgn0051146,20342.70244512576,20344.6614051092,20368.61295482212
FBgn0050105,4076.785945958419,4077.950233989974,4127.795564252104
FBgn0027505,29788.26817270559,29790.08059056611,29724.70906705584
FBgn0037659,25074.06916145079,25076.00821003817,25095.91009099496
FBgn0037234,10223.60843515716,10225.63075125134,10293.00739219355
FBgn0039254,7961.037323184618,7962.702180634827,8000.81906182146
FBgn0038156,15433.956072597,15434.71888768437,15427.71792290405
FBgn0259710,2232.468801786679,2234.578269145234,2331.584004825856
FBgn0023531,15086.25167754426,15085.79562903634,15101.3304300537
FBgn0030607,8304.992621379128,8304.471387627607,8346.34604411605
FBgn0034963,3681.136228360847,3682.810986537849,3736.375727634418
FBgn0053514,7348.992511079997,7348.725421582611,7384.059461428761
FBgn0051133,11817.79496704567,11819.45053458422,11837.71258959229
FBgn0031875,13960.5416332991,13961.98415063708,14012.77975792556
FBgn0031381,2727.412805015058,2726.924106628665,2782.569347763045
FBgn0032015,5816.673893005463,5818.491288314658,5858.797471237568
FBgn0083978,3328.859107187353,3330.789548075043,3370.734721985391
FBgn0034710,6808.712274113513,6807.988295296621,6874.783078792202
FBgn0039089,7579.104172063876,7575.650171269881,7612.951556961981
FBgn0050157,5693.167711335486,5690.803690612141,5725.68907736386
FBgn0051533,25949.00754381816,25950.93380522013,25988.91086597671
FBgn0260026,4693.313607856632,4695.15194088613,4786.336414011777
FBgn0037254,23083.23541960797,23082.83965923426,23072.87752791992
FBgn0046225,11280.79961021597,11282.79558922362,11313.46434750833
FBgn0032451,7220.756760559993,7220.665210355477,7244.425560276341
FBgn0027611,24033.02867715395,24034.13222687552,24034.05911721258
FBgn0029133,4334.05793899243,4335.046027107149,4375.979173323267
FBgn0030995,4503.038270336982,4504.888391674159,4554.880333962176
FBgn0032888,6976.591738311936,6978.622128447784,7049.069025273264
FBgn0042086,4775.393207626131,4772.265401824816,4788.426649186804
FBgn0020638,1578.868106735702,1580.748346188738,1715.956765633128
FBgn0025885,9715.218427533797,9713.998777679986,9738.388819544576
FBgn0035239,8596.0114873966,8597.938777635281,8674.92325485009
FBgn0029996,2233.534660271786,2234.597836366571,2297.126997311388
FBgn0262357,2008.31821090063,2008.632652705338,2103.329360408739
FBgn0004583,23377.0145530929,23373.37233455415,23422.97824953397
FBgn0034474,3694.040217585065,3691.768253528061,3769.945891639893
FBgn0037365,11591.6475949462,11592.87274606781,11633.7671717736
FBgn0050275,23058.27385114534,23056.76841450289,23061.01966595077
FBgn0032171,5200.142238032488,5202.033658106207,5245.518352291287
FBgn0029961,18352.62965716887,18349.06584071409,18333.563862281
FBgn0024987,4204.630653842122,4205.823423606717,4285.699485900655
FBgn0037563,4025.190532306112,4025.831657369713,4107.9397723388
FBgn0035661,6953.349903280578,6954.537088096791,7014.272988341173
FBgn0058191,4144.917261718776,4146.239294753076,4228.998165371573
FBgn0036398,47390.99715112412,47392.50064597558,47381.32404639064
FBgn0259226,24924.94448732303,24926.82505187209,24920.19446468712
FBgn0026409,5496.256394629591,5495.560756304231,5524.650912800515
FBgn0036996,8345.614651355749,8347.522907587952,8360.696588679186
FBgn0039741,6853.821173542474,6852.138000005447,6868.987999505111
FBgn0016696,19276.82030428899,19278.76820121232,19317.54045666428
FBgn0027564,9443.41130974789,9445.05698165103,9478.549404144342
FBgn0039805,4136.791660080031,4132.699401748623,4173.824229227716
FBgn0263999,8150.695268280693,8152.55469009192,8222.00460815914
FBgn0039349,8385.090058454292,8383.438889652305,8413.633392164415
FBgn0039800,4315.430202252291,4315.712920157632,4329.87908821452
FBgn0051268,6450.479361399457,6449.854820932685,6511.740060124962
FBgn0037073,14832.34238694683,14831.98059780537,14860.37249410941
FBgn0033297,14029.27860650095,14030.71948166507,14034.53020427944
FBgn0038927,9515.62618799007,9513.990879662357,9547.126678151044
FBgn0032613,10050.83859851688,10052.32907031628,10095.48646652737
FBgn0050462,8787.58090900301,8786.95246581885,8783.906178045083
FBgn0033658,3661.024021034399,3661.151302990853,3709.712246174909
FBgn0085450,14145.4775474419,14144.35697434031,14140.51400454455
FBgn0038542,7266.137790725651,7266.088201736917,7278.25767460778
FBgn0036471,4377.014728487567,4377.671656106511,4413.116585507443
FBgn0053775,4732.620226492581,4734.615546663084,4786.891121826974
FBgn0053792,3446.451063362988,3446.418597421651,3542.742820041496
FBgn0036877,9034.308338340796,9036.211426720922,9063.010751498912
FBgn0029095,11125.19295860271,11126.50080671596,11175.23980642209
FBgn0030008,8290.208041879285,8291.86900618779,8279.950188900737
FBgn0036260,9064.918764068096,9066.931868590327,9044.079850919075
FBgn0031327,14602.71935591005,14602.9836900433,14584.85434521561
FBgn0013323,4671.894554955475,4673.586803924412,4721.914230728923
FBgn0039529,8162.256733227369,8159.8037277283775,8234.419176862208
FBgn0030091,15737.21531338621,15739.17915291153,15795.44171238697
FBgn0031735,10766.570512552329,10768.16495228143,10784.12737578941
FBgn0086691,2590.655321314886,2592.060548365052,2650.420434992287
FBgn0038233,7271.589137115555,7273.450356372946,7307.232201211203
FBgn0035986,9548.979559877394,9549.3292435986,9599.923367366133
FBgn0002036,11582.61148880452,11583.48422462122,11622.26071536642
FBgn0037963,33504.12445427798,33505.53799849161,33501.57041971627
FBgn0051361,8151.78539114973,8151.951907041127,8184.177904823579
FBgn0037660,10897.61086231805,10899.61516688523,10960.15969733941
FBgn0031437,2445.79206838583,2447.795041603346,2497.757229468512
FBgn0263234,5549.967818589684,5549.352583727646,5576.762874758874
FBgn0250848,10262.32202216417,10263.6626774674,10281.1982677396
FBgn0015925,13767.49752004506,13769.4726660162,13807.47559259846
FBgn0011648,8259.050869502202,8252.254794589871,8290.769063449041
FBgn0039689,5637.978898976297,5637.245042730943,5702.17725739832
FBgn0037338,13004.92027687161,13006.15091173838,13074.98472426215
FBgn0032530,4487.101856208759,4489.022082955438,4550.236891973063
FBgn0286877,5786.957487602143,5789.007943530572,5858.670229803414
FBgn0038533,5518.3397523283375,5520.3266055049025,5568.613415388101
FBgn0003517,3657.243197721307,3655.26182653515,3692.038367629637
FBgn0040338,3439.891634519179,3440.555373497992,3495.370214522391
FBgn0034898,9087.399642668364,9086.409757817968,9069.421216730789
FBgn0001123,3847.714184005976,3849.083701555302,3911.557528099225
FBgn0013725,6329.142033738391,6330.784629589686,6384.804959577954
FBgn0000163,23052.52706784903,23052.63045299852,23050.08927982152
FBgn0033773,7715.325700332979,7716.980843375999,7755.584656806267
FBgn0266672,17835.23771415224,17836.64819419912,17825.90849738569
FBgn0032184,2654.807090952729,2656.445380722427,2723.12055489366
FBgn0053207,11446.32187664928,11448.3056155941,11494.98160534419
FBgn0051928,13291.8493658101,13292.88736075815,13305.72664632804
FBgn0039924,6071.88552082353,6071.672511640816,6133.211255876505
FBgn0085460,7960.555341397226,7960.970349882186,8029.46583933211
FBgn0005596,21128.90824547584,21130.30012392618,21116.13703407407
FBgn0012344,3856.335039142789,3858.213205967279,3924.113501797265
FBgn0003980,2841.096495505918,2842.96003201764,2899.753138507607
FBgn0037215,17021.67451854374,17023.66842909228,17056.31043622433
FBgn0050432,4575.542939730123,4577.580009125302,4640.649917404184
FBgn0032100,4300.216856051103,4300.452583625592,4358.141222100815
FBgn0033933,9457.611313170217,9459.620510963648,9500.569418287176
FBgn0085358,2070.874340723098,2072.153478054101,2184.35646581969
FBgn0052271,5824.79125584542,5825.201203931504,5869.853242259161
FBgn0005624,18025.75453270285,18024.68532708789,18093.80992172559
FBgn0032104,5880.70107770419,5881.285821534881,5922.688005302637
FBgn0085447,32498.16597713741,32498.59860892369,32471.01004841417
FBgn0039332,9972.893229168534,9973.891066361182,9981.387093156349
FBgn0042711,10953.55301789453,10955.57229634816,10941.93437685766
FBgn0030703,5396.09595043889,5397.745650416247,5460.639764607895
FBgn0086608,3131.461033958823,3133.241816128741,3207.24996876447
FBgn0038163,13582.11332296657,13583.79375460257,13592.71317061796
FBgn0040355,4202.782834496302,4204.765374278272,4299.525669508991
FBgn0001218,8675.956417848773,8677.089322959531,8641.768551693014
FBgn0259178,13195.94273387839,13197.43206345747,13260.9384670842
FBgn0037702,21482.85323768477,21481.7111451226,21493.17817989774
FBgn0038277,4204.641209484444,4206.227467117063,4252.860155938108
